concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,valor_premio,local
2412,25/09/2021,9,16,34,36,49,60,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2413,28/09/2021,3,22,37,40,41,48,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2414,30/09/2021,4,5,6,14,29,38,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2415,02/10/2021,10,12,26,29,35,60,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2416,06/10/2021,6,7,11,26,37,57,1,35714240.27,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2417,09/10/2021,3,7,10,11,27,46,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2418,13/10/2021,2,11,19,27,57,60,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2419,16/10/2021,10,35,43,48,50,53,1,11509541.3,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2420,19/10/2021,5,8,29,39,44,60,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2421,21/10/2021,2,3,32,35,48,57,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2422,23/10/2021,2,7,10,20,30,46,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2423,27/10/2021,16,18,38,48,51,60,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2424,30/10/2021,3,16,17,37,38,53,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2425,03/11/2021,10,31,38,46,49,54,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2426,06/11/2021,5,11,24,27,32,57,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2427,10/11/2021,3,19,25,37,44,56,5,18181413.39,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2428,13/11/2021,3,9,25,28,29,39,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2429,17/11/2021,11,37,53,55,56,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2430,20/11/2021,19,26,39,45,46,56,1,39690444.5,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2431,24/11/2021,8,11,22,25,26,36,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2432,27/11/2021,7,29,38,40,44,52,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2433,01/12/2021,8,9,32,52,53,57,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2434,04/12/2021,1,2,14,28,40,51,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2435,07/12/2021,5,22,30,32,33,36,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2436,09/12/2021,5,15,28,32,38,54,1,39405657.46,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2437,11/12/2021,1,19,41,46,48,55,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2438,15/12/2021,4,11,19,25,37,55,1,6549381.39,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2439,18/12/2021,2,8,34,38,47,51,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2440,31/12/2021,12,15,23,32,33,46,2,189062363.74,"ESTÚDIO DE TV REDE GLOBO/SP em SÃO PAULO, SP"
2441,05/01/2022,9,41,42,46,47,54,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2442,08/01/2022,2,7,9,25,41,49,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2443,12/01/2022,1,5,12,13,17,31,2,5259397.57,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2444,15/01/2022,15,17,20,35,37,43,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2445,19/01/2022,11,25,32,37,47,56,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2446,22/01/2022,1,13,27,41,51,58,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2447,25/01/2022,13,19,29,42,49,52,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2448,27/01/2022,18,30,32,35,40,48,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2449,29/01/2022,14,20,21,31,49,52,1,36777767.1,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2450,02/02/2022,2,6,11,15,17,39,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2451,05/02/2022,13,26,31,46,51,60,1,26422347.01,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2452,09/02/2022,8,10,51,56,57,58,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2453,12/02/2022,10,14,15,24,34,44,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2454,16/02/2022,9,14,22,24,44,47,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2455,19/02/2022,21,38,50,53,56,59,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2456,22/02/2022,28,34,40,41,52,55,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2457,24/02/2022,10,19,46,47,49,50,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2458,26/02/2022,15,40,44,45,47,51,0,0.0,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP"
2459,03/03/2022,15,24,33,49,53,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2460,05/03/2022,16,17,18,28,35,47,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2461,09/03/2022,8,11,16,21,32,37,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2462,12/03/2022,3,16,23,41,45,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2463,16/03/2022,11,16,31,37,42,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2464,19/03/2022,2,7,24,43,52,56,2,94690936.18,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2465,23/03/2022,3,8,23,29,53,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2466,26/03/2022,2,3,13,20,53,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2467,30/03/2022,1,10,19,34,35,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2468,02/04/2022,22,35,41,42,53,57,1,122627171.8,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2469,06/04/2022,5,28,30,38,52,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2470,09/04/2022,8,33,40,42,48,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2471,13/04/2022,8,23,29,30,36,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2472,16/04/2022,5,13,18,23,35,36,1,66733761.74,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2473,20/04/2022,15,18,28,42,55,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2474,23/04/2022,22,30,38,39,49,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2475,26/04/2022,1,40,44,45,58,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2476,28/04/2022,2,7,32,46,49,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2477,30/04/2022,20,33,37,38,49,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2478,04/05/2022,2,17,23,28,39,46,1,58922844.33,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2479,07/05/2022,10,15,17,20,21,35,1,4456908.1,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2480,11/05/2022,4,6,9,31,50,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2481,14/05/2022,1,8,21,27,36,37,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2482,18/05/2022,1,32,35,44,45,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2483,21/05/2022,20,34,38,40,49,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2484,25/05/2022,11,14,36,41,54,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2485,28/05/2022,5,12,32,38,47,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2486,31/05/2022,8,9,17,19,33,56,1,117557270.98,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2487,02/06/2022,23,36,42,48,54,58,1,3681934.22,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2488,04/06/2022,17,31,34,40,56,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2489,08/06/2022,3,10,13,25,41,42,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2490,11/06/2022,11,16,17,41,46,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2491,15/06/2022,22,29,38,43,48,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2492,18/06/2022,10,30,31,33,42,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2493,22/06/2022,4,9,37,43,44,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2494,25/06/2022,1,4,10,22,53,54,1,78763087.85,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2495,28/06/2022,8,12,14,30,33,41,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2496,30/06/2022,7,26,31,38,46,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2497,02/07/2022,5,14,23,46,48,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2498,06/07/2022,9,12,26,29,46,47,1,51830706.79,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2499,09/07/2022,11,19,38,47,56,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2500,13/07/2022,5,16,25,32,39,55,1,27485274.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2501,16/07/2022,11,27,32,40,58,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2502,20/07/2022,16,20,21,39,44,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2503,23/07/2022,3,14,16,38,43,45,1,13748083.57,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2504,27/07/2022,14,33,41,42,44,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2505,30/07/2022,3,5,19,26,43,51,1,24271229.51,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2506,02/08/2022,21,22,29,34,40,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2507,04/08/2022,4,6,12,34,35,53,1,5543989.92,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2508,06/08/2022,41,45,48,51,53,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2509,10/08/2022,8,37,39,50,59,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2510,13/08/2022,8,13,25,32,44,57,4,6670155.67,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2511,17/08/2022,4,10,15,39,41,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2512,20/08/2022,7,10,34,47,49,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2513,24/08/2022,13,19,21,35,46,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2514,27/08/2022,5,15,24,34,45,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2515,31/08/2022,3,12,19,41,45,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2516,03/09/2022,8,17,49,51,52,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2517,08/09/2022,1,5,6,16,22,39,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2518,10/09/2022,3,22,23,44,53,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2519,13/09/2022,3,8,20,36,38,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2520,15/09/2022,2,17,22,41,58,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2521,17/09/2022,23,28,33,38,55,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2522,21/09/2022,4,5,25,32,39,40,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2523,24/09/2022,1,10,27,36,37,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2524,28/09/2022,3,20,22,37,41,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2525,01/10/2022,4,13,21,26,47,51,2,158926894.27,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2526,05/10/2022,2,16,24,38,43,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2527,08/10/2022,8,19,29,38,48,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2528,13/10/2022,4,15,22,53,56,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2529,15/10/2022,3,5,32,56,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2530,18/10/2022,14,17,18,28,30,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2531,20/10/2022,1,5,18,49,55,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2532,22/10/2022,10,14,17,18,23,30,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2533,26/10/2022,17,18,20,37,45,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2534,29/10/2022,28,36,39,44,56,60,1,131566946.59,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2535,03/11/2022,1,3,24,37,51,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2536,05/11/2022,9,22,27,30,33,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2537,09/11/2022,12,24,26,31,37,48,1,64250536.1,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2538,12/11/2022,6,15,19,20,33,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2539,16/11/2022,1,23,32,33,36,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2540,19/11/2022,2,8,28,34,41,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2541,22/11/2022,10,28,45,47,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2542,24/11/2022,12,20,22,25,26,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2543,26/11/2022,2,5,27,30,46,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2544,30/11/2022,25,38,45,53,55,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2545,03/12/2022,20,23,32,36,39,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2546,07/12/2022,3,23,28,34,38,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2547,10/12/2022,10,25,31,37,38,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2548,14/12/2022,9,15,23,25,29,30,1,134811174.29,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2549,17/12/2022,1,6,10,30,33,35,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2550,31/12/2022,4,5,10,34,58,59,5,108393993.26,"ESTÚDIO REDE GLOBO em SÃO PAULO, SP"
2551,04/01/2023,1,25,29,43,46,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2552,07/01/2023,5,24,25,33,38,41,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2553,10/01/2023,13,15,53,54,55,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2554,12/01/2023,19,25,43,44,48,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2555,14/01/2023,3,20,45,52,53,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2556,18/01/2023,2,6,10,14,34,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2557,21/01/2023,3,13,16,25,27,33,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2558,25/01/2023,2,10,18,25,34,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2559,28/01/2023,9,12,20,30,32,35,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2560,01/02/2023,4,5,17,20,48,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2561,04/02/2023,19,22,37,44,51,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2562,08/02/2023,6,12,32,44,51,57,2,76403943.65,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2563,11/02/2023,5,9,14,30,38,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2564,14/02/2023,7,8,14,19,32,45,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2565,16/02/2023,9,13,25,39,46,54,3,17626625.69,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2566,18/02/2023,11,23,45,53,57,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2567,23/02/2023,10,11,19,33,58,60,1,8548140.96,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2568,25/02/2023,16,22,29,35,38,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2569,01/03/2023,6,7,25,28,31,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2570,04/03/2023,8,18,26,27,47,50,1,33139056.49,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2571,08/03/2023,9,18,33,38,41,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2572,11/03/2023,3,7,15,22,24,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2573,14/03/2023,6,26,32,35,37,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2574,16/03/2023,12,17,43,44,48,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2575,18/03/2023,4,12,14,41,46,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2576,22/03/2023,29,32,33,35,38,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2577,25/03/2023,12,18,22,31,44,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2578,29/03/2023,37,39,47,50,59,60,2,37457585.34,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2579,01/04/2023,5,10,26,35,38,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2580,05/04/2023,3,4,13,29,36,43,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2581,08/04/2023,14,17,32,36,39,60,1,46558149.5,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2582,12/04/2023,10,14,17,19,21,34,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2583,15/04/2023,2,20,27,30,52,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2584,19/04/2023,1,5,12,36,53,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2585,22/04/2023,14,26,34,36,43,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2586,26/04/2023,10,18,41,49,53,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2587,29/04/2023,5,10,11,22,23,37,1,61056497.58,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2588,03/05/2023,9,13,22,31,57,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2589,06/05/2023,1,15,16,25,32,36,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2590,09/05/2023,2,12,28,36,43,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2591,11/05/2023,10,11,21,23,28,30,1,43295767.4,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2592,13/05/2023,15,17,28,34,35,51,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2593,17/05/2023,10,14,17,25,32,39,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2594,20/05/2023,7,26,32,35,49,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2595,24/05/2023,1,13,34,39,50,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2596,27/05/2023,34,35,39,47,51,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2597,31/05/2023,14,26,34,54,56,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2598,03/06/2023,7,14,24,53,58,60,1,66093916.13,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2599,07/06/2023,23,28,34,43,47,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2600,10/06/2023,4,18,37,38,46,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2601,14/06/2023,3,8,34,40,44,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2602,17/06/2023,11,14,16,30,32,46,1,51774681.61,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2603,21/06/2023,3,7,13,29,52,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2604,24/06/2023,16,17,19,22,46,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2605,27/06/2023,5,11,26,35,46,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2606,29/06/2023,2,10,16,32,45,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2607,01/07/2023,7,11,25,51,57,60,1,44355154.71,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2608,05/07/2023,7,13,17,24,29,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2609,08/07/2023,3,21,27,32,35,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2610,12/07/2023,10,23,34,53,55,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2611,15/07/2023,4,12,18,21,25,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2612,19/07/2023,20,27,34,44,50,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2613,22/07/2023,14,26,40,42,46,52,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2614,25/07/2023,3,8,13,14,19,25,3,22746383.38,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2615,27/07/2023,5,7,22,23,41,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2616,29/07/2023,6,16,23,35,38,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2617,02/08/2023,3,14,36,42,43,44,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2618,05/08/2023,6,17,29,35,45,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2619,09/08/2023,5,36,39,41,44,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2620,12/08/2023,4,6,13,21,26,28,4,29058128.28,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2621,16/08/2023,6,9,14,16,42,47,2,1928029.09,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2622,19/08/2023,9,19,22,24,50,60,1,4645727.41,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2623,22/08/2023,10,15,20,35,37,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2624,24/08/2023,5,31,37,47,52,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2625,26/08/2023,9,10,35,44,55,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2626,29/08/2023,1,9,13,16,52,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2627,31/08/2023,13,25,31,43,57,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2628,02/09/2023,5,14,32,40,53,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2629,05/09/2023,11,32,35,40,41,48,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2630,09/09/2023,14,18,22,26,31,38,1,84729015.05,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2631,12/09/2023,14,26,36,39,50,53,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2632,14/09/2023,5,10,27,38,56,57,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2633,16/09/2023,2,23,25,33,45,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2634,19/09/2023,8,27,28,32,48,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2635,21/09/2023,6,11,29,37,56,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2636,23/09/2023,5,16,38,42,43,48,1,40435445.43,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2637,26/09/2023,1,2,10,32,34,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2638,28/09/2023,9,30,34,44,54,55,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2639,30/09/2023,2,8,11,22,48,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2640,03/10/2023,4,8,10,27,28,32,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2641,05/10/2023,9,24,34,39,45,50,1,32744242.8,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2642,07/10/2023,8,13,31,33,49,50,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2643,10/10/2023,2,10,29,31,56,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2644,14/10/2023,4,17,22,28,30,49,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2645,17/10/2023,8,22,34,42,51,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2646,19/10/2023,18,28,30,39,41,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2647,21/10/2023,9,33,39,43,50,54,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2648,24/10/2023,20,44,45,46,56,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2649,26/10/2023,6,11,26,32,46,56,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2650,28/10/2023,9,18,29,37,39,58,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2651,01/11/2023,6,23,35,36,37,59,1,104876676.04,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2652,04/11/2023,13,23,26,29,45,59,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2653,07/11/2023,14,32,41,43,48,60,0,0.0,"ESPAÇO DA SORTE em SÃO PAULO, SP"
